__index__sample	run_index	platform	instrument	BioProject	organism	assay_type	librarylayout	date_sequenced	date_collected	genotype_sam_ss_dpl92	clade_sam	host_disease	strain_sam_ss_dpl139	host_info	country	continent	region	isolation_source	host_scienname	host_confidence	host_commonname
SAMN44002169	SRR30847166	ILLUMINA	Illumina NovaSeq 6000	PRJNA1164417	Candidozyma auris	WGS	PAIRED	2024-09-30T21:27:00.000Z	2022-01				3-CA_1		PAK	Asia	Karachi	urine	Homo sapiens	3	human
SAMN43586056	SRR30637888	ILLUMINA	NextSeq 2000	PRJNA847553	Candidozyma auris	WGS	PAIRED	2024-09-11T16:25:00.000Z	2024				UT-UPHL-CAU-2278		USA	North America	Mountain		Homo sapiens	3	human
SAMN49444677	SRR34036530	ILLUMINA	NextSeq 1000	PRJNA1279182	Candidozyma auris	WGS	PAIRED	2025-06-18T14:53:00.000Z	2023				NV-WW-CAU-0324C33W		USA	North America	NV	environmental (wastewater)			
SAMN49444904	SRR34036626	ILLUMINA	NextSeq 1000	PRJNA1279182	Candidozyma auris	WGS	PAIRED	2025-06-18T14:57:00.000Z	2023				NV-WW-CAU-0124B95W		USA	North America	NV	environmental (wastewater)			
SAMN49444775	SRR34036485	ILLUMINA	NextSeq 1000	PRJNA1279182	Candidozyma auris	WGS	PAIRED	2025-06-18T14:54:00.000Z	2023				NV-WW-CAU-0124B119W		USA	North America	NV	environmental (wastewater)			
SAMN44406036	SRR31093771	ILLUMINA	Illumina MiSeq	PRJNA1167312	Candidozyma auris	WGS	PAIRED	2024-10-23T12:31:00.000Z	2024				TN-SPHL-CAU-S0122		USA	North America	Southeast	urine	Homo sapiens	3	human
SAMN43586060	SRR30637883	ILLUMINA	NextSeq 2000	PRJNA847553	Candidozyma auris	WGS	PAIRED	2024-09-11T16:26:00.000Z	2024				UT-UPHL-CAU-2324		USA	North America	Mountain	blood	Homo sapiens	3	human
SAMN43831606	SRR30727465	ILLUMINA	Illumina MiSeq	PRJNA1034667	Candidozyma auris	WGS	PAIRED	2024-09-19T18:16:00.000Z	2024						USA	North America	West	urine	Homo sapiens	3	human
SAMN49742591	SRR34323985	ILLUMINA	NextSeq 2000	PRJNA1092051	Candidozyma auris	WGS	PAIRED	2025-07-01T16:25:00.000Z	2025						USA	North America	Mountain		Homo sapiens	3	human
SAMN50301720	SRR34797657	ILLUMINA	NextSeq 2000	PRJNA1179935	Candidozyma auris	WGS	PAIRED	2025-07-31T14:04:00.000Z	2025-06						USA	North America	Midwest	axilla and/or groin	Homo sapiens	3	human
SAMN43929764	SRR30799306	ILLUMINA	NextSeq 2000	PRJNA1085724	Candidozyma auris	WGS	PAIRED	2024-09-25T18:16:00.000Z	2024-08						USA	North America	Midwest		Homo sapiens	3	human
SAMN48118378	SRR33285878	ILLUMINA	NextSeq 2000	PRJNA1092051	Candidozyma auris	WGS	PAIRED	2025-04-23T12:18:00.000Z	2025						USA	North America	Mountain		Homo sapiens	3	human
SAMN46942796	SRR32426880	ILLUMINA	NextSeq 2000	PRJNA1085724	Candidozyma auris	WGS	PAIRED	2025-02-21T12:58:00.000Z	2025-01						USA	North America	Midwest	urine	Homo sapiens	3	human
SAMN49444881	SRR34036652	ILLUMINA	NextSeq 1000	PRJNA1279182	Candidozyma auris	WGS	PAIRED	2025-06-18T14:57:00.000Z	2023				NV-WW-CAU-0124B5W		USA	North America	NV	environmental (wastewater)			
SAMN47133245	SRR32516131	ILLUMINA	NextSeq 2000	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-02-27T15:46:00.000Z	2024-11				MD-MDH-CAU-2500053		USA	North America	Mid-Atlantic	clinical	Homo sapiens	3	human
SAMN44245673	SRR30946521	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2024-10-10T18:55:00.000Z	2024			Fungal infection	2024CE_09_19_732		USA	North America		clinical	Homo sapiens	3	human
SAMN48490462	SRR33562610	ILLUMINA	NextSeq 2000	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-05-14T13:08:00.000Z	2025-03				MD-MDH-CAU-2500250		USA	North America	Mid-Atlantic	swab - axilla and/or groin	Homo sapiens	3	human
SAMN46845088	SRR32354209	ILLUMINA	Illumina MiSeq	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-02-14T17:12:00.000Z	2023-11				MD-MDH-CAU-2400402		USA	North America	Mid-Atlantic	swab - axilla and/or groin	Homo sapiens	3	human
SAMN45923678	['SRR32088612','SRR32088611']	ILLUMINA	Illumina NovaSeq 6000	PRJNA672955	Candidozyma auris	WGS	PAIRED		2019				adtyg	host_subject_id_sam: 4	USA	North America	Chicago. IL		Homo sapiens	3	human
SAMN43929765	SRR30799305	ILLUMINA	NextSeq 2000	PRJNA1085724	Candidozyma auris	WGS	PAIRED	2024-09-25T18:16:00.000Z	2024-08						USA	North America	Midwest	wound	Homo sapiens	3	human
SAMN45231610	SRR31648596	ILLUMINA	Illumina MiSeq	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2024-12-09T13:04:00.000Z	2023-06				MD-MDH-CAU-2400123		USA	North America	Mid-Atlantic	swab - axilla and/or groin	Homo sapiens	3	human
SAMN48410976	SRR33502081	ILLUMINA	NextSeq 2000	PRJNA1179935	Candidozyma auris	WGS	PAIRED	2025-05-09T18:55:00.000Z	2023-08						USA	North America	Midwest	axilla	Homo sapiens	3	human
SAMN48311104	SRR33413572	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-05-02T17:16:00.000Z	2025			Fungal infection	2025CE-CAURIS_05_02_098		USA	North America		clinical	Homo sapiens	3	human
SAMN46901370	SRR32400923	ILLUMINA	NextSeq 1000	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-02-19T15:46:00.000Z	2024-02				MD-MDH-CAU-2400601		USA	North America	Mid-Atlantic	clinical	Homo sapiens	3	human
SAMN44491451	SRR31148598	ILLUMINA	Illumina MiSeq	PRJNA979221	Candidozyma auris	WGS	PAIRED	2024-10-29T13:01:00.000Z	2024						USA	North America		axilla and/or groin	Homo sapiens	3	human
SAMN48264931	SRR33388546	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-04-30T16:39:00.000Z	2024			Fungal infection	2025CE-CAURIS_04_30_129		USA	North America		clinical	Homo sapiens	3	human
SAMN47846194	SRR33030091	ILLUMINA	NextSeq 2000	PRJNA1085724	Candidozyma auris	WGS	PAIRED	2025-04-08T19:27:00.000Z	2025-03						USA	North America	Midwest	urine	Homo sapiens	3	human
SAMN48876784	SRR33814963	ILLUMINA	NextSeq 2000	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-06-03T15:39:00.000Z	2025-01				MD-MDH-CAU-2500281		USA	North America	Mid-Atlantic	blood	Homo sapiens	3	human
SAMN49788872	SRR34366425	ILLUMINA	Illumina NovaSeq X	PRJNA904373	Candidozyma auris	WGS	PAIRED	2025-07-03T23:24:00.000Z	2025						USA	North America	IL	environmental (wastewater)	Homo sapiens	3	human
SAMN46793358	SRR32323037	ILLUMINA	NextSeq 2000	PRJNA847553	Candidozyma auris	WGS	PAIRED	2025-02-12T14:27:00.000Z	2024				UT-UPHL-CAU-2872		USA	North America	Mountain		Homo sapiens	3	human
SAMN48286630	SRR33403330	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-05-01T16:00:00.000Z	2024			Fungal infection	2025CE-CAURIS_05_01_104		USA	North America		clinical	Homo sapiens	3	human
SAMN44998080	SRR31456547	CAPILLARY	AB 3730 Genetic Analyzer	PRJNA1189548	Candidozyma auris	AMPLICON	SINGLE	2024-11-22T14:49:00.000Z	2021						USA	North America	Bronx	PCR product	Homo sapiens	3	human
SAMN44002233	SRR30847205	ILLUMINA	Illumina NovaSeq 6000	PRJNA1164417	Candidozyma auris	WGS	PAIRED	2024-09-30T21:28:00.000Z	2023-03				93-CA		PAK	Asia	Peshawar		Homo sapiens	3	human
SAMN48183916	SRR33345368	ILLUMINA	NextSeq 2000	PRJNA1085724	Candidozyma auris	WGS	PAIRED	2025-04-28T19:37:00.000Z	2025-04						USA	North America	Midwest	swab - axilla and/or groin	Homo sapiens	3	human
SAMN44246256	SRR30947164	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2024-10-10T21:14:00.000Z	2024			Fungal infection	2024CE_09_19_900		USA	North America		clinical	Homo sapiens	3	human
SAMN48585099	SRR33624027	ILLUMINA	NextSeq 2000	PRJNA1179935	Candidozyma auris	WGS	PAIRED	2025-05-19T10:50:00.000Z	2024-04						USA	North America	Midwest	blood	Homo sapiens	3	human
SAMN48270107	SRR33391988	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-04-30T22:27:00.000Z	2024			Fungal infection	2025CE-CAURIS_04_30_194		USA	North America		clinical	Homo sapiens	3	human
SAMN44002210	SRR30847261	ILLUMINA	Illumina NovaSeq 6000	PRJNA1164417	Candidozyma auris	WGS	PAIRED	2024-09-30T21:26:00.000Z	2022-11				67-CA		PAK	Asia	Karachi	blood	Homo sapiens	3	human
SAMN48848961	SRR33789633	ILLUMINA	NextSeq 2000	PRJNA1179935	Candidozyma auris	WGS	PAIRED	2025-06-02T12:13:00.000Z	2024-09						USA	North America	Midwest	wound	Homo sapiens	3	human
SAMN48286609	SRR33403249	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-05-01T15:54:00.000Z	2024			Fungal infection	2025CE-CAURIS_05_01_125		USA	North America		clinical	Homo sapiens	3	human
SAMN46901405	SRR32400894	ILLUMINA	Illumina MiSeq	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-02-19T15:46:00.000Z	2024-03				MD-MDH-CAU-2400670		USA	North America	Mid-Atlantic	bronchial wash	Homo sapiens	3	human
SAMN46794236	SRR32323464	ILLUMINA	NextSeq 1000	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-02-12T15:12:00.000Z	2024-08				MD-MDH-CAU-2401024		USA	North America	Mid-Atlantic	blood	Homo sapiens	3	human
SAMN47101939	SRR32497798	ILLUMINA	Illumina MiSeq	PRJNA1167312	Candidozyma auris	WGS	PAIRED	2025-02-26T12:48:00.000Z	2024				TN-SPHL-CAU-S0154		USA	North America	Southeast	urine	Homo sapiens	3	human
SAMN43513304	SRR30558142	ILLUMINA	NextSeq 2000	PRJNA1085724	Candidozyma auris	WGS	PAIRED	2024-09-05T16:31:00.000Z	2024-08						USA	North America	Midwest		Homo sapiens	3	human
SAMN43830209	SRR30846256	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2024-09-30T19:35:00.000Z	2024			Fungal infection	2024CE_09_19_054		USA	North America		clinical	Homo sapiens	3	human
SAMN48850580	SRR33808851	ILLUMINA	NextSeq 2000	PRJNA1179935	Candidozyma auris	WGS	PAIRED	2025-06-03T10:25:00.000Z	2025-03						USA	North America	Midwest	sputum	Homo sapiens	3	human
SAMN45188512	SRR31618182	ILLUMINA	NextSeq 2000	PRJNA1085724	Candidozyma auris	WGS	PAIRED	2024-12-05T11:29:00.000Z	2024-09						USA	North America	Midwest	urine	Homo sapiens	3	human
SAMN46195391	SRR31951973	ILLUMINA	Illumina HiSeq 4000	PRJNA1208975	Candidozyma auris	RNA-Seq	PAIRED	2025-01-10T11:04:00.000Z	2024						CHN	Asia	Anhui				
SAMN48286675	SRR33403287	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-05-01T15:54:00.000Z	2024			Fungal infection	2025CE-CAURIS_05_01_059		USA	North America		clinical	Homo sapiens	3	human
SAMN42423002	SRR29777889	ILLUMINA	Illumina MiSeq	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2024-07-11T09:32:00.000Z	2023-06				MD-MDH-CAU-2300035		USA	North America	Mid-Atlantic	blood	Homo sapiens	3	human
SAMN48441398	SRR33531363	ILLUMINA	NextSeq 2000	PRJNA1179935	Candidozyma auris	WGS	PAIRED	2025-05-12T14:44:00.000Z	2024-03						USA	North America	Midwest	blood	Homo sapiens	3	human
SAMN46815580	SRR32330845	ILLUMINA	NextSeq 1000	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-02-13T11:10:00.000Z	2024-09				MD-MDH-CAU-2401076		USA	North America	Mid-Atlantic	swab - axilla and/or groin	Homo sapiens	3	human
SAMN44245319	SRR30946203	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2024-10-10T17:52:00.000Z	2024			Fungal infection	2024CE_09_19_645		USA	North America		clinical	Homo sapiens	3	human
SAMN42334524	SRR29713437	ILLUMINA	NextSeq 2000	PRJNA1085724	Candidozyma auris	WGS	PAIRED	2024-07-05T10:13:00.000Z	2024-05						USA	North America	Midwest	urine	Homo sapiens	3	human
SAMN50274244	SRR34768544	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-07-29T20:40:00.000Z	2025			Fungal infection	2025CE-CAURIS_07_29_007		USA	North America		clinical	Homo sapiens	3	human
SAMN44002226	SRR30847244	ILLUMINA	Illumina NovaSeq 6000	PRJNA1164417	Candidozyma auris	WGS	PAIRED	2024-09-30T21:28:00.000Z	2023-01				83-CA		PAK	Asia	Karachi	catheter	Homo sapiens	3	human
SAMN45859301	SRR31735792	ILLUMINA	NextSeq 2000	PRJNA847553	Candidozyma auris	WGS	PAIRED	2024-12-16T13:35:00.000Z	2024				UT-UPHL-CAU-2625		USA	North America	Mountain	blood	Homo sapiens	3	human
SAMN46793365	SRR32323029	ILLUMINA	NextSeq 2000	PRJNA847553	Candidozyma auris	WGS	PAIRED	2025-02-12T14:25:00.000Z	2024				UT-UPHL-CAU-2857		USA	North America	Mountain		Homo sapiens	3	human
SAMN44336588	SRR31032614	ILLUMINA	NextSeq 2000	PRJNA847553	Candidozyma auris	WGS	PAIRED	2024-10-17T15:15:00.000Z	2024				UT-UPHL-CAU-2415		USA	North America	Mountain	swab - skin	Homo sapiens	3	human
SAMN48080432	SRR33234349	ILLUMINA	Illumina MiSeq	PRJNA988017	Candidozyma auris	WGS	PAIRED	2025-04-21T12:09:00.000Z	2025-03				MN-MNPHL-CAU-250072		USA	North America	Central	axilla and/or groin	Homo sapiens	3	human
SAMN48264927	SRR33388542	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-04-30T16:39:00.000Z	2024			Fungal infection	2025CE-CAURIS_04_30_133		USA	North America		clinical	Homo sapiens	3	human
SAMN47846192	SRR33030093	ILLUMINA	NextSeq 2000	PRJNA1085724	Candidozyma auris	WGS	PAIRED	2025-04-08T19:27:00.000Z	2025-03						USA	North America	Midwest	sputum	Homo sapiens	3	human
SAMN48265023	SRR33388519	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-04-30T16:39:00.000Z	2024			Fungal infection	2025CE-CAURIS_04_30_037		USA	North America		clinical	Homo sapiens	3	human
SAMN46558733	SRR32236911	ILLUMINA	NextSeq 1000	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-02-05T09:14:00.000Z	2024-04				MD-MDH-CAU-2400721		USA	North America	Mid-Atlantic	swab - axilla and/or groin	Homo sapiens	3	human
SAMN46478961	SRR32173947	ILLUMINA	Illumina HiSeq 2000	PRJNA1217042	Candidozyma auris	RNA-Seq	PAIRED	2025-01-29T18:45:00.000Z		ERG11-WT/TAC1B-F862_N866del											
SAMN48931730	SRR33858671	ILLUMINA	Illumina NovaSeq X	PRJNA904373	Candidozyma auris	WGS	PAIRED	2025-06-06T12:24:00.000Z	2022						USA	North America	IL	axilla and/or groin	Homo sapiens	3	human
SAMN43829902	SRR30866632	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2024-10-02T16:38:00.000Z	2024			Fungal infection	2024CE_09_19_363		USA	North America		clinical	Homo sapiens	3	human
SAMN44002234	SRR30847204	ILLUMINA	Illumina NovaSeq 6000	PRJNA1164417	Candidozyma auris	WGS	PAIRED	2024-09-30T21:28:00.000Z	2023-03				94-CA		PAK	Asia	Multan	blood	Homo sapiens	3	human
SAMN49827715	SRR34405882	ILLUMINA	NextSeq 2000	PRJNA847553	Candidozyma auris	WGS	PAIRED	2025-07-07T16:46:00.000Z	2025				UT-UPHL-CAU-3369		USA	North America	Mountain	swab	Homo sapiens	3	human
SAMN48441390	SRR33531372	ILLUMINA	NextSeq 2000	PRJNA1179935	Candidozyma auris	WGS	PAIRED	2025-05-12T14:45:00.000Z	2024-02						USA	North America	Midwest	urine	Homo sapiens	3	human
SAMN43829795	SRR30867994	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2024-10-02T18:02:00.000Z	2024			Fungal infection	2024CE_09_19_476		USA	North America		clinical	Homo sapiens	3	human
SAMN47133382	SRR32516275	ILLUMINA	NextSeq 2000	PRJNA847553	Candidozyma auris	WGS	PAIRED	2025-02-27T16:18:00.000Z	2024				UT-UPHL-CAU-2914		USA	North America	Mountain	bronchoalveolar lavage	Homo sapiens	3	human
SAMN46136513	SRR31917520	ILLUMINA	Illumina NovaSeq X	PRJNA904373	Candidozyma auris	WGS	PAIRED	2025-01-07T22:45:00.000Z	2024						USA	North America	IL	nares	Homo sapiens	3	human
SAMN49444864	SRR34036450	ILLUMINA	NextSeq 1000	PRJNA1279182	Candidozyma auris	WGS	PAIRED	2025-06-18T14:53:00.000Z	2023				NV-WW-CAU-0324C43W		USA	North America	NV	environmental (wastewater)			
SAMN43831600	SRR30727471	ILLUMINA	Illumina MiSeq	PRJNA1034667	Candidozyma auris	WGS	PAIRED	2024-09-19T18:16:00.000Z	2024						USA	North America	West	axilla and/or groin	Homo sapiens	3	human
SAMN30962629	SRR21675881	ILLUMINA	Illumina MiSeq	PRJNA638416	Candidozyma auris	WGS	PAIRED	2022-09-22T11:37:00.000Z	2018-09				B16400		USA	North America	VA	lip	Homo sapiens	3	human
SAMN48286716	SRR33403358	ILLUMINA	Illumina MiniSeq	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-05-01T16:01:00.000Z	2024			Fungal infection	2025CE-CAURIS_05_01_018		USA	North America		clinical	Homo sapiens	3	human
SAMN46365170	SRR32079777	ILLUMINA	Illumina MiSeq	PRJNA1034667	Candidozyma auris	WGS	PAIRED	2025-01-22T11:48:00.000Z	2024						USA	North America	West	axilla and/or groin	Homo sapiens	3	human
SAMN43817286	SRR30846376	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2024-09-30T19:35:00.000Z	2024			Fungal infection	2024CE_09_18_241		USA	North America		clinical	Homo sapiens	3	human
SAMN48288205	SRR33405809	ILLUMINA	Illumina MiniSeq	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-05-01T21:08:00.000Z	2024			Fungal infection	2025CE-CAURIS_05_01_233		USA	North America		clinical	Homo sapiens	3	human
SAMN44002220	SRR30847250	ILLUMINA	Illumina NovaSeq 6000	PRJNA1164417	Candidozyma auris	WGS	PAIRED	2024-09-30T21:27:00.000Z	2023-01				78-CA		PAK	Asia	Karachi	blood	Homo sapiens	3	human
SAMN45036371	SRR31488843	ILLUMINA	NextSeq 2000	PRJNA847553	Candidozyma auris	WGS	PAIRED	2024-11-25T12:36:00.000Z	2024				UT-UPHL-CAU-2609		USA	North America	Mountain		Homo sapiens	3	human
SAMN45923685	['SRR32088529','SRR32088530']	ILLUMINA	Illumina NovaSeq 6000	PRJNA672955	Candidozyma auris	WGS	PAIRED		2019				adtwr	host_subject_id_sam: 14	USA	North America	Chicago. IL		Homo sapiens	3	human
SAMN43830181	SRR30847456	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2024-09-30T21:28:00.000Z	2024			Fungal infection	2024CE_09_19_083		USA	North America		clinical	Homo sapiens	3	human
